,CODE,GEOG,AREA,Year,Bungalow,Flats,House_Detached,House_Terraced,House_Semi,Others
607,E01010132,LSOA,Solihull 011A,2011,20.0,90.0,40.0,20.0,990.0,0
608,E01010133,LSOA,Solihull 011B,2011,130.0,120.0,40.0,0.0,930.0,0
609,E01010134,LSOA,Solihull 011C,2011,0.0,10.0,20.0,30.0,1120.0,0
610,E01010135,LSOA,Solihull 011D,2011,40.0,40.0,140.0,180.0,670.0,0
611,E01010138,LSOA,Solihull 011E,2011,60.0,10.0,40.0,100.0,810.0,0
612,E02002092,MSOA,Solihull 012,2011,220.0,500.0,240.0,380.0,3620.0,0
613,E01010136,LSOA,Solihull 012A,2011,0.0,0.0,20.0,0.0,960.0,0
614,E01010137,LSOA,Solihull 012B,2011,100.0,150.0,0.0,170.0,410.0,0
615,E01010158,LSOA,Solihull 012C,2011,20.0,210.0,0.0,100.0,610.0,0
616,E01010160,LSOA,Solihull 012D,2011,50.0,110.0,160.0,50.0,660.0,0
617,E01010161,LSOA,Solihull 012E,2011,40.0,30.0,40.0,60.0,990.0,0
618,E02002093,MSOA,Solihull 013,2011,170.0,840.0,710.0,530.0,1910.0,70
619,E01010174,LSOA,Solihull 013A,2011,0.0,90.0,60.0,260.0,570.0,0
620,E01010175,LSOA,Solihull 013B,2011,60.0,180.0,570.0,20.0,320.0,10
621,E01010177,LSOA,Solihull 013C,2011,80.0,80.0,20.0,120.0,520.0,0
622,E01010178,LSOA,Solihull 013D,2011,30.0,490.0,40.0,120.0,460.0,50
623,E02002094,MSOA,Solihull 014,2011,120.0,540.0,1490.0,90.0,1900.0,10
624,E01010172,LSOA,Solihull 014A,2011,0.0,40.0,200.0,40.0,820.0,0
625,E01010173,LSOA,Solihull 014B,2011,50.0,30.0,550.0,20.0,330.0,0
626,E01010176,LSOA,Solihull 014C,2011,30.0,30.0,560.0,0.0,280.0,10
627,E01010179,LSOA,Solihull 014D,2011,40.0,450.0,160.0,40.0,450.0,0
628,E02002095,MSOA,Solihull 015,2011,200.0,620.0,2520.0,710.0,1420.0,40
629,E01010115,LSOA,Solihull 015A,2011,70.0,60.0,520.0,50.0,340.0,20
630,E01010116,LSOA,Solihull 015B,2011,0.0,0.0,860.0,0.0,220.0,0
631,E01010227,LSOA,Solihull 015C,2011,50.0,130.0,780.0,60.0,340.0,10
632,E01010228,LSOA,Solihull 015D,2011,30.0,90.0,350.0,190.0,430.0,10
633,E01010232,LSOA,Solihull 015E,2011,40.0,340.0,40.0,420.0,100.0,0
634,E02002096,MSOA,Solihull 016,2011,220.0,1020.0,2870.0,310.0,2550.0,30
635,E01010195,LSOA,Solihull 016A,2011,20.0,40.0,620.0,0.0,440.0,0
636,E01010226,LSOA,Solihull 016B,2011,40.0,600.0,180.0,90.0,130.0,10
637,E01010229,LSOA,Solihull 016C,2011,30.0,30.0,640.0,0.0,380.0,10
638,E01010230,LSOA,Solihull 016D,2011,50.0,150.0,380.0,100.0,620.0,10
639,E01010231,LSOA,Solihull 016E,2011,30.0,60.0,980.0,0.0,180.0,0
640,E01010233,LSOA,Solihull 016F,2011,40.0,150.0,80.0,110.0,820.0,0
641,E02002097,MSOA,Solihull 017,2011,320.0,270.0,2000.0,430.0,1140.0,240
642,E01010108,LSOA,Solihull 017A,2011,110.0,70.0,750.0,160.0,260.0,10
643,E01010164,LSOA,Solihull 017B,2011,60.0,10.0,560.0,50.0,290.0,100
644,E01010165,LSOA,Solihull 017C,2011,90.0,170.0,270.0,140.0,280.0,70
645,E01010167,LSOA,Solihull 017D,2011,60.0,50.0,420.0,100.0,320.0,60
646,E02002098,MSOA,Solihull 018,2011,330.0,540.0,1130.0,420.0,3960.0,10
647,E01010199,LSOA,Solihull 018A,2011,80.0,10.0,380.0,30.0,930.0,0
648,E01010200,LSOA,Solihull 018B,2011,130.0,110.0,60.0,180.0,450.0,10
649,E01010201,LSOA,Solihull 018C,2011,40.0,30.0,100.0,60.0,900.0,0
650,E01010204,LSOA,Solihull 018D,2011,30.0,350.0,40.0,100.0,340.0,0
651,E01010205,LSOA,Solihull 018E,2011,30.0,20.0,540.0,60.0,250.0,0
652,E01010206,LSOA,Solihull 018F,2011,10.0,20.0,40.0,10.0,1120.0,0
653,E02002099,MSOA,Solihull 019,2011,150.0,730.0,2890.0,40.0,800.0,50
654,E01010192,LSOA,Solihull 019A,2011,40.0,370.0,520.0,20.0,140.0,10
655,E01010196,LSOA,Solihull 019B,2011,60.0,10.0,1010.0,10.0,180.0,0
656,E01010197,LSOA,Solihull 019C,2011,50.0,50.0,920.0,0.0,100.0,0
657,E01010198,LSOA,Solihull 019D,2011,10.0,310.0,440.0,10.0,420.0,40
658,E02002100,MSOA,Solihull 020,2011,60.0,90.0,430.0,80.0,3890.0,10
659,E01010220,LSOA,Solihull 020A,2011,30.0,0.0,140.0,10.0,1140.0,0
660,E01010223,LSOA,Solihull 020B,2011,10.0,10.0,20.0,70.0,710.0,0
661,E01010221,LSOA,Solihull 021C,2011,80.0,250.0,180.0,20.0,570.0,0
662,E01010222,LSOA,Solihull 021D,2011,20.0,120.0,240.0,10.0,710.0,0
663,E02002102,MSOA,Solihull 022,2011,150.0,650.0,1590.0,480.0,2860.0,10
664,E01010191,LSOA,Solihull 022A,2011,20.0,210.0,720.0,130.0,60.0,0
665,E01010202,LSOA,Solihull 022B,2011,10.0,60.0,350.0,0.0,800.0,0
666,E01010203,LSOA,Solihull 022C,2011,50.0,230.0,170.0,90.0,650.0,0
667,E01010209,LSOA,Solihull 022D,2011,20.0,30.0,240.0,200.0,700.0,0
668,E01010213,LSOA,Solihull 022E,2011,60.0,130.0,100.0,70.0,680.0,10
669,E02002103,MSOA,Solihull 023,2011,360.0,160.0,1630.0,200.0,2030.0,10
670,E01010208,LSOA,Solihull 023A,2011,90.0,20.0,340.0,0.0,740.0,0
671,E01010210,LSOA,Solihull 023B,2011,100.0,20.0,580.0,0.0,510.0,0
672,E01010211,LSOA,Solihull 023C,2011,170.0,40.0,400.0,190.0,110.0,0
673,E01010217,LSOA,Solihull 023D,2011,0.0,90.0,310.0,10.0,660.0,0
674,E02002104,MSOA,Solihull 024,2011,90.0,60.0,3180.0,230.0,630.0,30
675,E01010190,LSOA,Solihull 024A,2011,10.0,10.0,760.0,160.0,190.0,0
676,E01010193,LSOA,Solihull 024B,2011,10.0,0.0,850.0,0.0,0.0,20
677,E01010194,LSOA,Solihull 024C,2011,20.0,0.0,860.0,70.0,250.0,0
678,E01010207,LSOA,Solihull 024D,2011,40.0,50.0,680.0,10.0,210.0,10
679,E08000029,LAU2,Solihull,2011,5280.0,15940.0,42700.0,15150.0,56190.0,940
680,E02002081,MSOA,Solihull 001,2011,120.0,480.0,1450.0,380.0,1270.0,10
681,E01010118,LSOA,Solihull 001A,2011,30.0,0.0,460.0,200.0,60.0,0
682,E01010120,LSOA,Solihull 001B,2011,20.0,300.0,140.0,100.0,280.0,0
683,E01010121,LSOA,Solihull 001C,2011,20.0,60.0,350.0,60.0,600.0,10
684,E01010122,LSOA,Solihull 001D,2011,40.0,120.0,550.0,20.0,330.0,0
685,E02002082,MSOA,Solihull 002,2011,90.0,530.0,40.0,1610.0,590.0,0
686,E01010235,LSOA,Solihull 002A,2011,0.0,120.0,20.0,360.0,140.0,0
687,E01010236,LSOA,Solihull 002B,2011,30.0,280.0,0.0,340.0,130.0,0
688,E01010239,LSOA,Solihull 002C,2011,40.0,20.0,0.0,440.0,300.0,0
689,E01010240,LSOA,Solihull 002D,2011,30.0,100.0,0.0,470.0,0.0,0
690,E02002083,MSOA,Solihull 003,2011,0.0,130.0,460.0,40.0,3900.0,10
691,E01010117,LSOA,Solihull 003A,2011,0.0,0.0,200.0,10.0,790.0,0
692,E01010119,LSOA,Solihull 003B,2011,0.0,20.0,40.0,0.0,1180.0,0
693,E01010123,LSOA,Solihull 003C,2011,0.0,70.0,40.0,0.0,980.0,0
694,E01010124,LSOA,Solihull 003D,2011,0.0,30.0,160.0,30.0,920.0,10
695,E02002084,MSOA,Solihull 004,2011,160.0,730.0,40.0,1150.0,1410.0,10
696,E01010141,LSOA,Solihull 006D,2011,10.0,370.0,0.0,190.0,140.0,0
697,E02002087,MSOA,Solihull 007,2011,140.0,960.0,60.0,1410.0,540.0,0
698,E01010140,LSOA,Solihull 007A,2011,40.0,180.0,0.0,430.0,40.0,0
699,E01010142,LSOA,Solihull 007B,2011,30.0,290.0,0.0,360.0,0.0,0
700,E01010143,LSOA,Solihull 007C,2011,40.0,300.0,0.0,320.0,40.0,0
701,E01010144,LSOA,Solihull 007D,2011,20.0,190.0,40.0,290.0,420.0,0
702,E02002088,MSOA,Solihull 008,2011,150.0,1680.0,60.0,1820.0,1120.0,0
703,E01010111,LSOA,Solihull 008A,2011,10.0,300.0,0.0,320.0,50.0,0
704,E01010126,LSOA,Solihull 008B,2011,40.0,320.0,0.0,250.0,120.0,0
705,E01010127,LSOA,Solihull 008C,2011,20.0,200.0,40.0,270.0,510.0,0
706,E01010191,LSOA,Solihull 022A,2012,20.0,210.0,720.0,130.0,60.0,0
707,E01010202,LSOA,Solihull 022B,2012,10.0,60.0,350.0,0.0,800.0,0
708,E01010203,LSOA,Solihull 022C,2012,50.0,230.0,170.0,90.0,650.0,0
709,E01010209,LSOA,Solihull 022D,2012,20.0,30.0,240.0,200.0,700.0,0
710,E01010213,LSOA,Solihull 022E,2012,60.0,130.0,100.0,70.0,680.0,10
711,E02002103,MSOA,Solihull 023,2012,360.0,160.0,1630.0,200.0,2030.0,10
712,E01010208,LSOA,Solihull 023A,2012,90.0,20.0,340.0,0.0,740.0,0
713,E01010210,LSOA,Solihull 023B,2012,100.0,20.0,560.0,0.0,510.0,0
714,E01010211,LSOA,Solihull 023C,2012,170.0,40.0,400.0,190.0,110.0,0
715,E01010217,LSOA,Solihull 023D,2012,0.0,90.0,310.0,10.0,660.0,0
716,E02002104,MSOA,Solihull 024,2012,90.0,60.0,3160.0,230.0,630.0,30
717,E01010190,LSOA,Solihull 024A,2012,10.0,10.0,760.0,160.0,190.0,0
718,E01010193,LSOA,Solihull 024B,2012,10.0,0.0,850.0,0.0,0.0,20
719,E01010194,LSOA,Solihull 024C,2012,20.0,0.0,860.0,70.0,250.0,0
720,E01010207,LSOA,Solihull 024D,2012,40.0,50.0,680.0,10.0,210.0,10
721,E02002105,MSOA,Solihull 025,2012,320.0,240.0,3570.0,300.0,810.0,130
722,E01010152,LSOA,Solihull 026B,2012,10.0,10.0,840.0,0.0,120.0,0
723,E01010153,LSOA,Solihull 026C,2012,40.0,90.0,860.0,40.0,90.0,0
724,E01010154,LSOA,Solihull 026D,2012,60.0,180.0,740.0,40.0,50.0,20
725,E01010155,LSOA,Solihull 026E,2012,10.0,100.0,700.0,20.0,370.0,0
726,E01010156,LSOA,Solihull 026F,2012,10.0,40.0,900.0,10.0,240.0,0
727,E02002107,MSOA,Solihull 027,2012,130.0,40.0,2980.0,210.0,550.0,40
728,E01010212,LSOA,Solihull 027A,2012,20.0,0.0,850.0,30.0,20.0,0
729,E01010214,LSOA,Solihull 027B,2012,40.0,0.0,640.0,0.0,210.0,0
730,E01010215,LSOA,Solihull 027C,2012,60.0,40.0,760.0,80.0,130.0,20
731,E01010216,LSOA,Solihull 027D,2012,10.0,0.0,730.0,100.0,140.0,20
732,E02002108,MSOA,Solihull 028,2012,330.0,340.0,4110.0,290.0,1470.0,30
733,E01010150,LSOA,Solihull 028A,2012,100.0,10.0,810.0,10.0,220.0,0
734,E01010184,LSOA,Solihull 028B,2012,30.0,110.0,140.0,100.0,610.0,0
735,E01010185,LSOA,Solihull 028C,2012,60.0,30.0,860.0,10.0,160.0,0
736,E01010186,LSOA,Solihull 028D,2012,40.0,120.0,600.0,150.0,320.0,0
737,E01010187,LSOA,Solihull 028E,2012,10.0,0.0,840.0,20.0,20.0,10
738,E01010188,LSOA,Solihull 028F,2012,90.0,70.0,880.0,10.0,140.0,10
739,E02002109,MSOA,Solihull 029,2012,330.0,920.0,2620.0,540.0,1440.0,70
740,E01010180,LSOA,Solihull 029A,2012,20.0,20.0,200.0,150.0,440.0,20
741,E01010181,LSOA,Solihull 029B,2012,140.0,80.0,640.0,90.0,190.0,10
742,E01010182,LSOA,Solihull 029C,2012,40.0,790.0,650.0,200.0,240.0,30
743,E01010183,LSOA,Solihull 029D,2012,50.0,30.0,390.0,50.0,350.0,10
744,E01010189,LSOA,Solihull 029E,2012,50.0,20.0,710.0,60.0,230.0,0
745,E01010118,LSOA,Solihull 001A,2012,30.0,0.0,460.0,200.0,60.0,0
746,E01010149,LSOA,Solihull 005D,2012,20.0,20.0,100.0,80.0,780.0,0
747,E02002086,MSOA,Solihull 006,2012,100.0,1010.0,20.0,1000.0,720.0,10
748,E01010125,LSOA,Solihull 006A,2012,40.0,330.0,0.0,260.0,150.0,0
749,E01010129,LSOA,Solihull 006B,2012,30.0,280.0,0.0,320.0,150.0,0
750,E01010139,LSOA,Solihull 006C,2012,20.0,20.0,0.0,230.0,280.0,0
751,E01010141,LSOA,Solihull 006D,2012,10.0,370.0,0.0,190.0,140.0,0
752,E02002087,MSOA,Solihull 007,2012,140.0,960.0,60.0,1410.0,540.0,0
753,E01010140,LSOA,Solihull 007A,2012,40.0,180.0,0.0,430.0,40.0,0
754,E01010142,LSOA,Solihull 007B,2012,30.0,290.0,0.0,360.0,0.0,0
755,E01010143,LSOA,Solihull 007C,2012,40.0,300.0,0.0,320.0,40.0,0
756,E01010144,LSOA,Solihull 007D,2012,20.0,190.0,40.0,290.0,420.0,0
757,E02002088,MSOA,Solihull 008,2012,150.0,1680.0,60.0,1830.0,1150.0,0
758,E01010111,LSOA,Solihull 008A,2012,10.0,300.0,0.0,320.0,50.0,0
759,E01010126,LSOA,Solihull 008B,2012,40.0,320.0,0.0,250.0,120.0,0
760,E01010127,LSOA,Solihull 008C,2012,20.0,200.0,40.0,270.0,510.0,0
761,E01010128,LSOA,Solihull 008D,2012,20.0,150.0,0.0,330.0,310.0,0
762,E01010130,LSOA,Solihull 008E,2012,50.0,400.0,0.0,340.0,100.0,0
763,E01010131,LSOA,Solihull 008F,2012,10.0,300.0,0.0,300.0,60.0,0
764,E02002089,MSOA,Solihull 009,2012,210.0,330.0,1320.0,850.0,2040.0,40
765,E01010109,LSOA,Solihull 009A,2012,60.0,0.0,250.0,100.0,450.0,20
766,E01010110,LSOA,Solihull 009B,2012,50.0,30.0,570.0,30.0,330.0,10
767,E01010112,LSOA,Solihull 009C,2012,20.0,130.0,120.0,290.0,350.0,0
768,E01010113,LSOA,Solihull 009D,2012,50.0,70.0,40.0,350.0,180.0,0
769,E01010114,LSOA,Solihull 009E,2012,30.0,100.0,340.0,80.0,750.0,10
770,E02002090,MSOA,Solihull 010,2012,130.0,20.0,140.0,220.0,3510.0,10
771,E01010157,LSOA,Solihull 010A,2012,0.0,0.0,0.0,200.0,650.0,10
772,E01010159,LSOA,Solihull 010B,2012,10.0,0.0,40.0,0.0,960.0,0
773,E01010162,LSOA,Solihull 010C,2012,120.0,0.0,20.0,10.0,990.0,0
774,E01010163,LSOA,Solihull 010D,2012,0.0,20.0,40.0,10.0,900.0,0
775,E02002091,MSOA,Solihull 011,2012,230.0,280.0,240.0,330.0,4490.0,10
776,E01010132,LSOA,Solihull 011A,2012,20.0,90.0,40.0,20.0,990.0,0
777,E01010133,LSOA,Solihull 011B,2012,130.0,120.0,40.0,0.0,930.0,0
778,E01010134,LSOA,Solihull 011C,2012,0.0,10.0,20.0,30.0,1120.0,0
779,E01010135,LSOA,Solihull 011D,2012,40.0,40.0,140.0,180.0,690.0,0
780,E01010138,LSOA,Solihull 011E,2012,60.0,10.0,40.0,100.0,810.0,0
781,E02002092,MSOA,Solihull 012,2012,220.0,500.0,240.0,380.0,3620.0,0
782,E01010136,LSOA,Solihull 012A,2012,0.0,0.0,20.0,0.0,960.0,0
783,E01010137,LSOA,Solihull 012B,2012,100.0,150.0,0.0,170.0,410.0,0
784,E01010158,LSOA,Solihull 012C,2012,20.0,210.0,0.0,100.0,610.0,0
785,E01010160,LSOA,Solihull 012D,2012,50.0,110.0,160.0,50.0,660.0,0
786,E01010161,LSOA,Solihull 012E,2012,40.0,30.0,40.0,60.0,970.0,0
787,E02002093,MSOA,Solihull 013,2012,170.0,840.0,710.0,540.0,1910.0,80
788,E01010174,LSOA,Solihull 013A,2012,0.0,90.0,60.0,260.0,570.0,0
789,E01010175,LSOA,Solihull 013B,2012,60.0,180.0,570.0,20.0,320.0,20
790,E01010177,LSOA,Solihull 013C,2012,80.0,80.0,20.0,120.0,520.0,0
791,E01010178,LSOA,Solihull 013D,2012,30.0,490.0,40.0,120.0,460.0,60
792,E02002094,MSOA,Solihull 014,2012,110.0,540.0,1470.0,90.0,1900.0,10
793,E01010172,LSOA,Solihull 014A,2012,0.0,40.0,200.0,40.0,840.0,0
794,E01010173,LSOA,Solihull 014B,2012,40.0,30.0,550.0,20.0,330.0,0
795,E01010176,LSOA,Solihull 014C,2012,30.0,30.0,560.0,0.0,280.0,10
796,E01010179,LSOA,Solihull 014D,2012,40.0,450.0,160.0,40.0,450.0,0
797,E02002095,MSOA,Solihull 015,2012,200.0,620.0,2540.0,710.0,1420.0,40
798,E01010115,LSOA,Solihull 015A,2012,80.0,60.0,540.0,50.0,340.0,20
799,E01010116,LSOA,Solihull 015B,2012,0.0,0.0,840.0,0.0,220.0,0
800,E01010227,LSOA,Solihull 015C,2012,50.0,130.0,780.0,60.0,340.0,10
801,E01010228,LSOA,Solihull 015D,2012,30.0,90.0,350.0,190.0,430.0,10
802,E01010232,LSOA,Solihull 015E,2012,40.0,340.0,40.0,420.0,100.0,0
803,E02002096,MSOA,Solihull 016,2012,220.0,1100.0,2870.0,320.0,2570.0,30
804,E01010195,LSOA,Solihull 016A,2012,20.0,40.0,620.0,0.0,440.0,0
805,E01010226,LSOA,Solihull 016B,2012,40.0,600.0,180.0,90.0,130.0,10
806,E01010229,LSOA,Solihull 016C,2012,30.0,30.0,640.0,0.0,380.0,10
807,E01010230,LSOA,Solihull 016D,2012,50.0,150.0,380.0,110.0,640.0,10
808,E01010231,LSOA,Solihull 016E,2012,30.0,60.0,980.0,0.0,180.0,0
809,E01010233,LSOA,Solihull 016F,2012,40.0,220.0,80.0,110.0,820.0,0
810,E02002097,MSOA,Solihull 017,2012,320.0,280.0,2020.0,430.0,1160.0,240
811,E01010108,LSOA,Solihull 017A,2012,110.0,70.0,750.0,150.0,260.0,10
812,E01010164,LSOA,Solihull 017B,2012,60.0,10.0,580.0,50.0,290.0,100
813,E01010165,LSOA,Solihull 017C,2012,80.0,170.0,290.0,140.0,280.0,70
814,E01010167,LSOA,Solihull 017D,2012,60.0,50.0,420.0,100.0,320.0,60
815,E02002098,MSOA,Solihull 018,2012,330.0,540.0,1150.0,420.0,3960.0,10
816,E01010199,LSOA,Solihull 018A,2012,80.0,10.0,380.0,30.0,930.0,0
817,E01010200,LSOA,Solihull 018B,2012,130.0,110.0,60.0,180.0,450.0,10
818,E01010201,LSOA,Solihull 018C,2012,40.0,30.0,100.0,60.0,900.0,0
819,E01010204,LSOA,Solihull 018D,2012,30.0,350.0,40.0,100.0,340.0,0
820,E01010205,LSOA,Solihull 018E,2012,30.0,20.0,540.0,60.0,250.0,0
821,E01010206,LSOA,Solihull 018F,2012,10.0,20.0,40.0,10.0,1120.0,0
822,E02002099,MSOA,Solihull 019,2012,150.0,730.0,2890.0,40.0,800.0,50
823,E01010192,LSOA,Solihull 019A,2012,40.0,370.0,520.0,20.0,140.0,10
824,E01010196,LSOA,Solihull 019B,2012,60.0,10.0,1010.0,20.0,180.0,0
825,E01010197,LSOA,Solihull 019C,2012,50.0,50.0,920.0,0.0,100.0,0
826,E01010198,LSOA,Solihull 019D,2012,10.0,310.0,440.0,10.0,420.0,40
827,E02002100,MSOA,Solihull 020,2012,60.0,110.0,430.0,80.0,3890.0,10
828,E01010220,LSOA,Solihull 020A,2012,30.0,0.0,140.0,10.0,1140.0,0
829,E01010223,LSOA,Solihull 020B,2012,10.0,10.0,20.0,70.0,710.0,0
830,E01010224,LSOA,Solihull 020C,2012,20.0,90.0,240.0,0.0,910.0,10
831,E01010225,LSOA,Solihull 020D,2012,0.0,0.0,40.0,0.0,1110.0,0
832,E02002101,MSOA,Solihull 021,2012,190.0,680.0,600.0,200.0,2560.0,0
833,E01010218,LSOA,Solihull 021A,2012,70.0,200.0,40.0,90.0,500.0,0
834,E01010219,LSOA,Solihull 021B,2012,20.0,130.0,160.0,80.0,810.0,0
835,E01010221,LSOA,Solihull 021C,2012,80.0,250.0,180.0,20.0,570.0,0
836,E01010222,LSOA,Solihull 021D,2012,20.0,120.0,240.0,10.0,710.0,0
837,E02002102,MSOA,Solihull 022,2012,150.0,650.0,1590.0,480.0,2860.0,10
838,E01010166,LSOA,Solihull 025A,2012,80.0,0.0,700.0,0.0,210.0,60
839,E01010168,LSOA,Solihull 025B,2012,70.0,110.0,710.0,120.0,260.0,40
840,E01010169,LSOA,Solihull 025C,2012,40.0,90.0,820.0,40.0,140.0,20
841,E01010170,LSOA,Solihull 025D,2012,40.0,10.0,880.0,10.0,90.0,10
842,E01010171,LSOA,Solihull 025E,2012,90.0,20.0,480.0,110.0,120.0,10
843,E02002106,MSOA,Solihull 026,2012,170.0,660.0,4240.0,260.0,1290.0,40
844,E01010151,LSOA,Solihull 026A,2012,40.0,250.0,240.0,150.0,380.0,10
845,E08000029,LAU2,Solihull,2012,5280.0,15990.0,42880.0,15200.0,56340.0,960
846,E02002081,MSOA,Solihull 001,2012,120.0,480.0,1470.0,380.0,1270.0,10
847,E01010120,LSOA,Solihull 001B,2012,20.0,300.0,140.0,100.0,280.0,0
848,E01010121,LSOA,Solihull 001C,2012,20.0,60.0,350.0,60.0,600.0,10
849,E01010122,LSOA,Solihull 001D,2012,40.0,120.0,550.0,20.0,330.0,0
850,E02002082,MSOA,Solihull 002,2012,90.0,530.0,40.0,1600.0,560.0,0
851,E01010235,LSOA,Solihull 002A,2012,0.0,120.0,20.0,360.0,140.0,0
852,E01010236,LSOA,Solihull 002B,2012,30.0,280.0,0.0,340.0,120.0,0
853,E01010239,LSOA,Solihull 002C,2012,40.0,20.0,0.0,440.0,280.0,0
854,E01010240,LSOA,Solihull 002D,2012,30.0,100.0,0.0,460.0,0.0,0
855,E02002083,MSOA,Solihull 003,2012,0.0,130.0,500.0,50.0,3940.0,10
856,E01010117,LSOA,Solihull 003A,2012,0.0,0.0,220.0,20.0,840.0,0
857,E01010119,LSOA,Solihull 003B,2012,0.0,20.0,40.0,0.0,1180.0,0
858,E01010123,LSOA,Solihull 003C,2012,0.0,70.0,40.0,0.0,980.0,0
859,E01010124,LSOA,Solihull 003D,2012,0.0,30.0,160.0,30.0,920.0,10
860,E02002084,MSOA,Solihull 004,2012,160.0,680.0,60.0,1170.0,1440.0,10
861,E01010146,LSOA,Solihull 004A,2012,20.0,140.0,0.0,250.0,480.0,0
862,E01010234,LSOA,Solihull 004B,2012,60.0,170.0,20.0,300.0,220.0,10
863,E01010237,LSOA,Solihull 004C,2012,40.0,100.0,40.0,290.0,690.0,0
864,E01010238,LSOA,Solihull 004D,2012,40.0,270.0,0.0,320.0,70.0,0
865,E02002085,MSOA,Solihull 005,2012,60.0,880.0,180.0,660.0,1890.0,10
866,E01010145,LSOA,Solihull 005A,2012,0.0,150.0,80.0,110.0,780.0,0
867,E01010147,LSOA,Solihull 005B,2012,20.0,380.0,0.0,170.0,150.0,0
868,E01010148,LSOA,Solihull 005C,2012,20.0,340.0,20.0,300.0,170.0,10
869,E01009076,LSOA,Birmingham 087D,2012,10.0,90.0,70.0,340.0,340.0,0
870,E01009078,LSOA,Birmingham 087E,2012,10.0,110.0,20.0,240.0,390.0,0
871,E02001914,MSOA,Birmingham 088,2012,10.0,670.0,1080.0,860.0,410.0,30
872,E01009180,LSOA,Birmingham 088A,2012,0.0,60.0,0.0,400.0,40.0,10
873,E01009181,LSOA,Birmingham 088B,2012,0.0,120.0,40.0,250.0,60.0,10
874,E01009183,LSOA,Birmingham 088C,2012,10.0,140.0,640.0,40.0,160.0,0
875,E01009186,LSOA,Birmingham 088D,2012,0.0,360.0,400.0,160.0,150.0,10
876,E02001915,MSOA,Birmingham 089,2012,40.0,1380.0,670.0,1420.0,2850.0,80
877,E01008890,LSOA,Birmingham 089A,2012,30.0,110.0,40.0,190.0,580.0,0
878,E01008891,LSOA,Birmingham 089B,2012,0.0,160.0,180.0,90.0,580.0,0
879,E01008892,LSOA,Birmingham 089C,2012,0.0,60.0,0.0,300.0,260.0,10
880,E01009187,LSOA,Birmingham 092C,2012,10.0,280.0,160.0,80.0,430.0,20
881,E01009188,LSOA,Birmingham 092D,2012,0.0,260.0,160.0,110.0,400.0,10
882,E01009384,LSOA,Birmingham 092E,2012,0.0,460.0,20.0,110.0,60.0,70
883,E01009385,LSOA,Birmingham 092F,2012,0.0,400.0,120.0,90.0,100.0,30
884,E01009108,LSOA,Birmingham 127A,2012,20.0,60.0,270.0,110.0,460.0,0
885,E01009111,LSOA,Birmingham 127B,2012,0.0,110.0,60.0,30.0,780.0,0
886,E01009168,LSOA,Birmingham 131B,2012,10.0,0.0,20.0,330.0,470.0,0
887,E01009170,LSOA,Birmingham 131C,2012,10.0,0.0,20.0,240.0,620.0,0
888,E01009216,LSOA,Birmingham 131D,2012,50.0,170.0,140.0,210.0,610.0,0
889,E01009217,LSOA,Birmingham 131E,2012,0.0,20.0,0.0,360.0,480.0,0
890,E01009206,LSOA,Birmingham 120B,2012,10.0,60.0,320.0,130.0,600.0,0
891,E01009211,LSOA,Birmingham 120C,2012,10.0,130.0,360.0,60.0,400.0,0
892,E01009218,LSOA,Birmingham 120D,2012,20.0,140.0,220.0,10.0,710.0,0
893,E01009219,LSOA,Birmingham 120E,2012,0.0,20.0,30.0,150.0,820.0,10
894,E02001947,MSOA,Birmingham 121,2012,190.0,1060.0,20.0,1270.0,700.0,50
895,E01008976,LSOA,Birmingham 121A,2012,10.0,180.0,0.0,260.0,470.0,0
896,E01008978,LSOA,Birmingham 121B,2012,70.0,530.0,0.0,140.0,30.0,50
897,E01008979,LSOA,Birmingham 121C,2012,70.0,180.0,0.0,450.0,140.0,0
898,E01008980,LSOA,Birmingham 121D,2012,50.0,180.0,0.0,430.0,90.0,0
899,E02001948,MSOA,Birmingham 122,2012,50.0,380.0,330.0,1240.0,2350.0,20
900,E01008945,LSOA,Birmingham 122A,2012,10.0,140.0,100.0,380.0,350.0,0
901,E01008946,LSOA,Birmingham 122B,2012,10.0,130.0,20.0,310.0,350.0,0
902,E01008947,LSOA,Birmingham 122C,2012,0.0,60.0,0.0,310.0,340.0,0
903,E01008948,LSOA,Birmingham 122D,2012,0.0,60.0,140.0,170.0,660.0,10
904,E01008949,LSOA,Birmingham 122E,2012,10.0,0.0,80.0,90.0,650.0,0
905,E02001949,MSOA,Birmingham 123,2012,30.0,830.0,220.0,760.0,1480.0,40
906,E01008977,LSOA,Birmingham 123A,2012,0.0,130.0,20.0,220.0,630.0,10
907,E01009109,LSOA,Birmingham 123B,2012,10.0,300.0,0.0,150.0,130.0,0
908,E01009119,LSOA,Birmingham 123C,2012,20.0,160.0,140.0,190.0,380.0,30
909,E01009120,LSOA,Birmingham 123D,2012,0.0,220.0,60.0,190.0,370.0,0
910,E02001950,MSOA,Birmingham 124,2012,330.0,650.0,330.0,480.0,3930.0,40
911,E01009162,LSOA,Birmingham 124A,2012,30.0,100.0,40.0,70.0,880.0,10
912,E01009207,LSOA,Birmingham 124B,2012,0.0,100.0,80.0,30.0,1020.0,0
913,E01009208,LSOA,Birmingham 124C,2012,0.0,80.0,120.0,30.0,960.0,0
