,CODE,GEOG,AREA,Year,Bungalow,Flats,House_Detached,House_Terraced,House_Semi,Others
914,E01009209,LSOA,Birmingham 124D,2012,90.0,240.0,50.0,210.0,690.0,10
915,E01009213,LSOA,Birmingham 124E,2012,210.0,130.0,60.0,140.0,360.0,20
916,E02001951,MSOA,Birmingham 125,2012,270.0,720.0,220.0,1950.0,820.0,180
917,E01009154,LSOA,Birmingham 125A,2012,70.0,90.0,0.0,400.0,120.0,0
918,E01009155,LSOA,Birmingham 125B,2012,70.0,80.0,0.0,410.0,80.0,0
919,E01009156,LSOA,Birmingham 125C,2012,10.0,40.0,100.0,220.0,180.0,0
920,E01009157,LSOA,Birmingham 125D,2012,70.0,90.0,0.0,430.0,100.0,10
921,E01009160,LSOA,Birmingham 125E,2012,10.0,380.0,0.0,180.0,180.0,80
922,E01009161,LSOA,Birmingham 125F,2012,40.0,40.0,100.0,310.0,190.0,90
923,E02001952,MSOA,Birmingham 126,2012,210.0,1590.0,260.0,1180.0,1650.0,0
924,E01009117,LSOA,Birmingham 126A,2012,60.0,240.0,50.0,280.0,330.0,0
925,E01009210,LSOA,Birmingham 126B,2012,20.0,260.0,180.0,240.0,360.0,0
926,E01009212,LSOA,Birmingham 126C,2012,40.0,210.0,20.0,230.0,450.0,0
927,E01009214,LSOA,Birmingham 126D,2012,40.0,270.0,0.0,230.0,350.0,0
928,E01009215,LSOA,Birmingham 126E,2012,40.0,620.0,20.0,190.0,190.0,0
929,E02001953,MSOA,Birmingham 127,2012,60.0,450.0,1070.0,910.0,2070.0,20
930,E01009112,LSOA,Birmingham 127C,2012,0.0,90.0,80.0,290.0,440.0,0
931,E01009116,LSOA,Birmingham 127D,2012,10.0,100.0,600.0,60.0,200.0,10
932,E01009118,LSOA,Birmingham 127E,2012,10.0,100.0,60.0,420.0,200.0,10
933,E02001954,MSOA,Birmingham 128,2012,230.0,850.0,180.0,1650.0,1040.0,50
934,E01009107,LSOA,Birmingham 128A,2012,20.0,440.0,20.0,250.0,240.0,10
935,E01009110,LSOA,Birmingham 128B,2012,40.0,120.0,40.0,250.0,310.0,20
936,E01009113,LSOA,Birmingham 128C,2012,60.0,150.0,0.0,390.0,110.0,10
937,E01009114,LSOA,Birmingham 128D,2012,50.0,80.0,40.0,410.0,250.0,0
938,E01009115,LSOA,Birmingham 128E,2012,50.0,70.0,100.0,350.0,170.0,10
939,E02001955,MSOA,Birmingham 129,2012,100.0,510.0,200.0,1190.0,1690.0,40
940,E01009158,LSOA,Birmingham 129A,2012,30.0,70.0,60.0,480.0,370.0,10
941,E01009163,LSOA,Birmingham 129B,2012,40.0,150.0,100.0,260.0,380.0,0
942,E01009165,LSOA,Birmingham 129C,2012,20.0,270.0,40.0,200.0,190.0,30
943,E01009169,LSOA,Birmingham 129D,2012,20.0,20.0,20.0,230.0,770.0,10
944,E02001956,MSOA,Birmingham 130,2012,80.0,560.0,680.0,590.0,2030.0,20
945,E01009159,LSOA,Birmingham 130A,2012,0.0,240.0,510.0,140.0,320.0,0
946,E01009164,LSOA,Birmingham 130B,2012,40.0,90.0,60.0,210.0,550.0,0
947,E01009167,LSOA,Birmingham 130C,2012,0.0,100.0,0.0,140.0,620.0,0
948,E01009171,LSOA,Birmingham 130D,2012,30.0,140.0,100.0,110.0,540.0,10
949,E02001957,MSOA,Birmingham 131,2012,90.0,320.0,210.0,1240.0,2830.0,10
950,E01009166,LSOA,Birmingham 131A,2012,20.0,120.0,0.0,90.0,620.0,0
951,E01009179,LSOA,Birmingham 104D,2012,20.0,60.0,260.0,250.0,350.0,0
952,E01009189,LSOA,Birmingham 104E,2012,10.0,90.0,110.0,250.0,430.0,10
953,E02001931,MSOA,Birmingham 105,2012,220.0,540.0,1370.0,410.0,2510.0,60
954,E01008933,LSOA,Birmingham 105A,2012,10.0,10.0,240.0,160.0,530.0,0
955,E01008934,LSOA,Birmingham 105B,2012,0.0,90.0,280.0,0.0,660.0,0
956,E01009031,LSOA,Birmingham 105C,2012,60.0,120.0,160.0,30.0,640.0,10
957,E01009037,LSOA,Birmingham 105D,2012,90.0,130.0,280.0,60.0,520.0,40
958,E01009176,LSOA,Birmingham 105E,2012,50.0,180.0,370.0,150.0,200.0,10
959,E02001932,MSOA,Birmingham 106,2012,200.0,620.0,210.0,1070.0,1630.0,10
960,E01008922,LSOA,Birmingham 106A,2012,20.0,140.0,20.0,200.0,130.0,0
961,E01009035,LSOA,Birmingham 108C,2012,0.0,30.0,60.0,170.0,780.0,10
962,E01009036,LSOA,Birmingham 108D,2012,20.0,30.0,260.0,40.0,590.0,30
963,E02001935,MSOA,Birmingham 109,2012,150.0,350.0,570.0,970.0,2970.0,10
964,E01009494,LSOA,Birmingham 109A,2012,30.0,140.0,0.0,360.0,220.0,10
965,E01009496,LSOA,Birmingham 109B,2012,20.0,0.0,40.0,80.0,1010.0,0
966,E01009497,LSOA,Birmingham 109C,2012,30.0,140.0,220.0,150.0,590.0,0
967,E01009504,LSOA,Birmingham 109D,2012,50.0,50.0,180.0,90.0,700.0,0
968,E01009506,LSOA,Birmingham 109E,2012,20.0,20.0,120.0,300.0,480.0,0
969,E02001936,MSOA,Birmingham 110,2012,60.0,530.0,910.0,160.0,2590.0,20
970,E01008967,LSOA,Birmingham 110A,2012,10.0,60.0,220.0,50.0,780.0,0
971,E01008968,LSOA,Birmingham 110B,2012,0.0,170.0,260.0,60.0,670.0,10
972,E01008970,LSOA,Birmingham 110C,2012,10.0,190.0,120.0,20.0,580.0,10
973,E01008981,LSOA,Birmingham 110D,2012,10.0,100.0,300.0,30.0,580.0,0
974,E02001937,MSOA,Birmingham 111,2012,50.0,770.0,310.0,1550.0,1410.0,70
975,E01008932,LSOA,Birmingham 111A,2012,10.0,120.0,20.0,380.0,300.0,10
976,E01008935,LSOA,Birmingham 111B,2012,30.0,260.0,0.0,280.0,160.0,50
977,E01008936,LSOA,Birmingham 111C,2012,20.0,200.0,290.0,60.0,440.0,0
978,E01008938,LSOA,Birmingham 111D,2012,0.0,20.0,0.0,520.0,100.0,0
979,E01008939,LSOA,Birmingham 111E,2012,0.0,160.0,0.0,300.0,410.0,10
980,E02001938,MSOA,Birmingham 112,2012,100.0,460.0,170.0,2190.0,870.0,120
981,E01008951,LSOA,Birmingham 112A,2012,50.0,40.0,20.0,350.0,260.0,0
982,E01008952,LSOA,Birmingham 112B,2012,0.0,170.0,0.0,550.0,60.0,50
983,E01008955,LSOA,Birmingham 112C,2012,30.0,60.0,40.0,430.0,220.0,10
984,E01008956,LSOA,Birmingham 112D,2012,30.0,20.0,40.0,350.0,220.0,60
985,E01008957,LSOA,Birmingham 112E,2012,0.0,160.0,60.0,510.0,130.0,0
986,E02001939,MSOA,Birmingham 113,2012,230.0,1220.0,540.0,430.0,1240.0,50
987,E01008950,LSOA,Birmingham 113A,2012,140.0,140.0,260.0,80.0,430.0,0
988,E01008954,LSOA,Birmingham 113B,2012,60.0,30.0,160.0,140.0,470.0,20
989,E01008958,LSOA,Birmingham 113C,2012,20.0,370.0,40.0,190.0,260.0,20
990,E01009493,LSOA,Birmingham 113D,2012,0.0,690.0,100.0,20.0,60.0,10
991,E02001940,MSOA,Birmingham 114,2012,70.0,230.0,800.0,290.0,4070.0,20
992,E01009038,LSOA,Birmingham 114A,2012,0.0,160.0,200.0,60.0,520.0,10
993,E01009039,LSOA,Birmingham 114B,2012,20.0,20.0,220.0,30.0,940.0,0
994,E01009040,LSOA,Birmingham 114C,2012,20.0,10.0,320.0,0.0,870.0,20
995,E01009041,LSOA,Birmingham 114D,2012,20.0,30.0,40.0,30.0,1080.0,0
996,E01009042,LSOA,Birmingham 114E,2012,10.0,10.0,40.0,170.0,680.0,0
997,E02001941,MSOA,Birmingham 115,2012,30.0,460.0,100.0,1130.0,1570.0,100
998,E01008937,LSOA,Birmingham 115A,2012,10.0,140.0,20.0,200.0,420.0,20
999,E01008940,LSOA,Birmingham 115B,2012,0.0,70.0,20.0,300.0,290.0,50
